item_id,order_id,product_id,quantity,unit_price,discount_percent
I03460,O09576,P355,2,22537,27
I03461,O03772,P423,1,19291,25
I03462,O02095,P343,4,11315,43
I03463,O02797,P314,2,28328,15
I03464,O05698,P007,1,29494,7
I03465,O00308,P008,4,35182,6
I03466,O05083,P040,3,26634,19
I03467,O09044,P215,5,42544,50
I03468,O04508,P419,3,45160,33
I03469,O05583,P246,3,33337,38
I03470,O04700,P493,4,22310,20
I03471,O00535,P438,2,30510,42
I03472,O06472,P085,4,32532,25
I03473,O04496,P241,4,13454,6
I03474,O01391,P308,5,31303,40
I03475,O05331,P117,5,43129,12
I03476,O06261,P342,5,3253,1
I03477,O03108,P139,2,2222,22
I03478,O00539,P220,1,16327,20
I03479,O00085,P212,3,49209,39
I03480,O06171,P465,3,43728,40
I03481,O08837,P390,1,13336,8
I03482,O02943,P092,3,32872,41
I03483,O01946,P007,4,5579,9
I03484,O04187,P261,2,42856,47
I03485,O07741,P426,2,26018,48
I03486,O06234,P177,5,21931,14
I03487,O07986,P253,2,23747,5
I03488,O06512,P204,1,4417,47
I03489,O00430,P253,2,2396,3
I03490,O08342,P287,2,22213,5
I03491,O06339,P400,4,42244,8
I03492,O04643,P278,1,6086,25
I03493,O00477,P435,1,17903,27
I03494,O09442,P121,1,2965,12
I03495,O00941,P448,5,21097,22
I03496,O08685,P266,3,49098,19
I03497,O09176,P226,4,22994,35
I03498,O00929,P309,2,24759,28
I03499,O10000,P188,2,20107,37
I03500,O04691,P434,5,25188,12
I03501,O05987,P351,1,15257,41
I03502,O01642,P263,2,42466,30
I03503,O03908,P430,1,16191,41
I03504,O06139,P427,3,3175,16
I03505,O05596,P282,5,15417,1
I03506,O02556,P483,5,29621,7
I03507,O09235,P209,1,31474,13
I03508,O07141,P164,5,16524,9
I03509,O05069,P439,4,27663,34
I03510,O05987,P019,4,45443,17
I03511,O07097,P310,1,12676,27
I03512,O06079,P207,2,39265,15
I03513,O03855,P246,3,37336,25
I03514,O03786,P248,4,20427,11
I03515,O09149,P106,5,6726,15
I03516,O02086,P019,1,17637,14
I03517,O08780,P273,5,35399,24
I03518,O04566,P473,1,28971,43
I03519,O06175,P261,5,10081,45
I03520,O07172,P336,1,24822,17
I03521,O01975,P139,5,42472,45
I03522,O09782,P098,4,47333,5
I03523,O05670,P009,2,13420,10
I03524,O02701,P137,3,8934,45
I03525,O07276,P203,5,26911,3
I03526,O01050,P050,2,18924,14
I03527,O04354,P454,4,26289,22
I03528,O06435,P059,1,5743,22
I03529,O05759,P082,3,41754,4
I03530,O04342,P207,5,21492,46
I03531,O06959,P396,2,18806,36
I03532,O01996,P036,1,39048,3
I03533,O02961,P372,2,10997,8
I03534,O08328,P125,2,9585,23
I03535,O05894,P222,3,27337,8
I03536,O01216,P067,2,31640,13
I03537,O09953,P471,2,38676,0
I03538,O03322,P404,3,36067,12
I03539,O02483,P486,1,5538,5
I03540,O01406,P486,5,28170,44
I03541,O03755,P445,2,23246,8
I03542,O00356,P201,3,23925,45
I03543,O08802,P409,2,22992,9
I03544,O08126,P280,3,29267,15
I03545,O02768,P185,1,43850,50
I03546,O02969,P147,1,29749,3
I03547,O03214,P373,1,26442,28
I03548,O01807,P018,5,35973,49
I03549,O05375,P293,4,48289,0
I03550,O07392,P158,4,25928,44
I03551,O08888,P033,1,17505,7
I03552,O07919,P261,1,24871,34
I03553,O09993,P136,1,2746,16
I03554,O01595,P098,1,37803,27
I03555,O06859,P165,4,8580,10
I03556,O08301,P400,5,22925,2
I03557,O09985,P190,4,31288,28
I03558,O01951,P068,3,35551,30
I03559,O05948,P268,4,45374,5
I03560,O04278,P392,3,7042,42
I03561,O04305,P473,3,7670,17
I03562,O05508,P136,2,1474,1
I03563,O09482,P255,3,20952,8
I03564,O06048,P227,2,681,27
I03565,O08848,P347,4,5766,7
I03566,O02108,P192,2,5857,12
I03567,O06677,P247,3,35355,30
I03568,O06643,P494,3,25488,9
I03569,O00364,P042,3,36065,5
I03570,O03087,P442,2,47408,50
I03571,O04141,P310,4,27360,26
I03572,O06230,P156,2,18184,14
I03573,O03084,P227,5,5344,41
I03574,O06498,P363,1,2877,22
I03575,O04157,P375,3,46950,15
I03576,O01505,P337,1,33360,18
I03577,O04314,P268,3,15767,33
I03578,O09185,P033,4,19573,21
I03579,O09836,P403,1,7224,49
I03580,O06539,P459,5,28241,22
I03581,O05723,P333,3,41191,42
I03582,O09020,P349,4,33119,42
I03583,O05728,P150,3,22628,36
I03584,O00019,P441,4,12288,48
I03585,O02711,P240,2,32665,37
I03586,O01019,P424,2,33815,24
I03587,O06589,P305,1,49635,42
I03588,O03484,P465,1,6139,11
I03589,O06132,P231,3,14291,43
I03590,O09043,P091,4,35233,21
I03591,O01541,P368,2,34575,32
I03592,O04034,P427,3,14145,45
I03593,O04584,P211,5,49874,50
I03594,O01830,P255,2,6594,2
I03595,O01771,P357,1,15811,35
I03596,O04115,P014,2,45468,15
I03597,O06041,P471,1,42008,35
I03598,O03456,P091,3,31345,46
I03599,O01133,P004,1,4455,19
I03600,O06401,P223,2,2537,32
I03601,O02440,P229,3,45758,47
I03602,O01234,P439,5,28040,9
I03603,O00887,P232,5,19601,11
I03604,O02965,P088,2,7914,24
I03605,O06092,P453,5,24769,49
I03606,O08080,P264,4,33615,42
I03607,O02197,P091,1,46950,26
I03608,O05999,P297,3,48358,41
I03609,O08348,P034,1,32964,48
I03610,O07976,P018,4,30174,10
I03611,O01802,P191,5,33906,10
I03612,O05754,P344,3,1341,12
I03613,O09851,P395,4,26881,45
I03614,O02169,P006,2,26797,39
I03615,O09014,P172,2,5362,41
I03616,O03776,P093,2,22840,50
I03617,O08935,P394,5,14014,49
I03618,O07206,P177,3,22478,4
I03619,O01565,P148,2,37201,10
I03620,O03336,P110,3,24686,16
I03621,O00592,P423,3,29345,29
I03622,O01686,P371,5,6267,1
I03623,O05649,P209,5,11862,39
I03624,O02859,P047,4,6230,45
I03625,O06436,P165,4,19967,18
I03626,O02263,P003,2,8366,25
I03627,O02861,P287,2,48637,13
I03628,O08394,P411,2,1900,24
I03629,O04813,P168,4,44762,24
I03630,O07499,P279,5,22436,47
I03631,O00892,P329,5,32844,18
I03632,O01219,P178,4,10704,4
I03633,O00889,P257,3,37887,32
I03634,O07133,P434,1,37494,1
I03635,O06861,P069,4,24682,43
I03636,O03963,P078,5,6810,26
I03637,O05343,P366,1,28918,50
I03638,O05819,P475,5,47966,2
I03639,O03546,P067,2,11125,48
I03640,O03636,P496,3,37937,39
I03641,O08907,P492,4,28548,49
I03642,O04060,P155,3,14535,16
I03643,O06275,P487,3,41579,42
I03644,O00988,P135,3,19706,43
I03645,O00975,P091,5,23185,15
I03646,O01306,P461,2,37734,34
I03647,O01854,P148,5,26309,12
I03648,O02406,P453,1,40036,48
I03649,O03440,P288,1,26056,50
I03650,O03094,P360,2,40369,36
I03651,O08225,P231,4,14752,29
I03652,O05348,P367,1,34732,27
I03653,O04605,P185,5,45582,18
I03654,O06858,P157,1,12498,43
I03655,O08081,P478,5,2348,36
I03656,O06218,P265,5,1480,21
I03657,O08615,P203,5,30253,25
I03658,O08086,P345,2,29250,45
I03659,O07587,P023,2,8864,12
I03660,O02857,P173,1,38070,41
I03661,O02238,P165,1,21154,33
I03662,O01479,P482,5,19024,11
I03663,O03068,P092,1,16437,3
I03664,O06599,P076,4,4457,43
I03665,O01326,P339,5,6388,33
I03666,O01816,P347,2,18899,32
I03667,O04513,P024,4,11394,49
I03668,O00514,P207,3,21814,25
I03669,O00573,P294,5,20153,48
I03670,O09424,P280,1,30603,6
I03671,O07913,P395,5,7734,35
I03672,O01842,P018,2,24889,40
I03673,O07873,P367,2,23314,47
I03674,O02144,P205,3,4534,36
I03675,O03117,P086,1,43001,15
I03676,O07937,P267,4,48791,14
I03677,O06992,P076,2,19367,13
I03678,O06467,P018,1,6869,2
I03679,O05460,P004,1,21841,10
I03680,O02194,P329,4,41492,40
I03681,O05439,P464,3,25778,16
I03682,O04547,P323,4,13289,22
I03683,O03910,P266,2,8238,36
I03684,O08769,P117,5,7371,40
I03685,O03774,P282,1,32683,5
I03686,O00175,P011,4,21938,13
I03687,O04226,P193,4,46895,21
I03688,O01364,P033,1,45201,46
I03689,O08700,P126,5,2179,46
I03690,O00291,P158,2,4306,26
I03691,O01078,P172,1,23429,9
I03692,O06631,P092,2,14811,3
I03693,O05881,P255,1,5129,3
I03694,O01178,P151,5,207,37
I03695,O03754,P415,5,6036,11
I03696,O04275,P110,4,47954,12
I03697,O03524,P254,5,35375,35
I03698,O09454,P460,3,17852,37
I03699,O06259,P469,3,34181,0
I03700,O02804,P166,3,4191,37
I03701,O03757,P236,3,21564,18
I03702,O09138,P130,4,47460,7
I03703,O09829,P207,2,34540,38
I03704,O02004,P171,1,18828,48
I03705,O05584,P107,3,4179,15
I03706,O08521,P123,4,19970,28
I03707,O06873,P448,1,34020,27
I03708,O03597,P155,4,28316,39
I03709,O04299,P331,5,21768,41
I03710,O04788,P366,1,42379,24
I03711,O08522,P205,2,34795,36
I03712,O07032,P202,3,2586,17
I03713,O03384,P082,5,11101,44
I03714,O01593,P068,5,12570,13
I03715,O01648,P389,2,42969,47
I03716,O00761,P101,5,45538,24
I03717,O01880,P061,4,37135,17
I03718,O01463,P009,5,37423,22
I03719,O01936,P092,1,34094,38
I03720,O01985,P382,1,33989,40
I03721,O09736,P295,4,15984,25
I03722,O02286,P264,5,10743,8
I03723,O05286,P266,5,10602,36
I03724,O04078,P353,5,33176,25
I03725,O01960,P077,2,21431,18
I03726,O02799,P136,5,41273,25
I03727,O07554,P452,3,19944,34
I03728,O09523,P465,1,14366,34
I03729,O02725,P148,3,29127,40
I03730,O01352,P070,4,14429,39
I03731,O07132,P472,4,32323,31
I03732,O04990,P255,2,21702,28
I03733,O03551,P139,5,35823,35
I03734,O06270,P467,3,6441,6
I03735,O00766,P177,1,18453,33
I03736,O05400,P372,5,4286,15
I03737,O00243,P485,2,9670,34
I03738,O01787,P463,5,7890,18
I03739,O06927,P277,3,13738,23
I03740,O07113,P176,1,7821,50
I03741,O07488,P290,4,10738,26
I03742,O07241,P365,2,3946,33
I03743,O06864,P310,4,9622,36
I03744,O00861,P326,2,12426,46
I03745,O08709,P432,1,29540,17
I03746,O06136,P011,4,14279,9
I03747,O01415,P078,2,6715,4
I03748,O03685,P347,2,11409,32
I03749,O00251,P098,2,47226,1
I03750,O00521,P419,3,16224,1
I03751,O09213,P319,4,11155,21
I03752,O01410,P187,4,36210,35
I03753,O05272,P273,2,35569,4
I03754,O05086,P033,2,48524,29
I03755,O01918,P398,3,45268,26
I03756,O04931,P207,2,28220,35
I03757,O00375,P290,4,12405,30
I03758,O00282,P457,1,16982,9
I03759,O00577,P030,5,492,37
I03760,O01115,P275,4,2563,42
I03761,O05242,P088,1,5615,30
I03762,O00337,P484,1,34582,47
I03763,O08079,P021,4,44569,36
I03764,O07523,P487,1,2837,28
I03765,O05229,P339,5,45094,16
I03766,O01517,P212,2,2305,36
I03767,O02537,P253,4,6186,14
I03768,O01664,P270,4,39811,35
I03769,O05358,P063,1,33943,33
I03770,O05775,P174,1,23054,22
I03771,O05648,P131,2,5427,41
I03772,O04933,P314,3,16076,26
I03773,O09725,P431,5,23789,34
I03774,O08272,P390,2,3013,39
I03775,O07265,P485,3,39591,27
I03776,O00995,P059,2,2202,48
I03777,O06857,P175,3,26869,24
I03778,O05990,P314,5,21836,20
I03779,O02878,P473,5,16601,46
I03780,O01565,P033,3,34847,48
I03781,O08789,P205,4,19858,11
I03782,O03078,P313,1,14557,19
I03783,O04908,P474,4,12187,38
I03784,O04429,P237,3,32387,15
I03785,O02598,P149,1,2067,2
I03786,O06024,P309,2,1573,40
I03787,O08027,P116,1,10100,21
I03788,O08325,P193,2,21876,13
I03789,O04309,P394,5,11571,30
I03790,O05330,P003,5,3777,48
I03791,O06113,P337,5,46726,3
I03792,O03570,P441,1,29782,0
I03793,O03358,P055,3,33001,30
I03794,O06260,P484,1,16397,5
I03795,O08577,P156,4,26000,2
I03796,O05891,P187,3,36824,22
I03797,O04167,P397,2,18927,0
I03798,O08289,P350,4,11770,50
I03799,O02264,P242,1,17489,34
I03800,O07543,P378,4,28633,5
I03801,O01936,P156,5,38859,50
I03802,O09684,P308,1,32630,16
I03803,O07619,P108,3,7594,30
I03804,O06724,P294,2,19845,43
I03805,O00639,P326,1,27440,45
I03806,O03812,P286,1,45940,11
I03807,O08680,P244,2,38128,15
I03808,O01995,P202,2,12150,5
I03809,O03168,P115,3,45714,15
I03810,O01356,P387,5,47124,2
I03811,O07879,P047,2,35781,14
I03812,O04906,P007,1,3605,45
I03813,O02069,P028,2,1447,13
I03814,O02022,P498,1,33835,29
I03815,O00215,P230,2,8542,48
I03816,O02505,P390,5,17236,13
I03817,O03333,P307,2,8286,21
I03818,O04175,P338,2,3946,31
I03819,O05101,P334,3,36195,17
I03820,O05397,P430,3,27773,4
I03821,O01300,P420,3,38811,2
I03822,O07776,P310,4,4999,7
I03823,O01445,P021,4,21134,45
I03824,O01226,P497,2,22525,35
I03825,O07819,P388,2,4978,16
I03826,O06133,P438,1,17186,34
I03827,O02031,P112,2,2813,5
I03828,O02664,P303,3,25738,45
I03829,O06732,P355,4,40309,32
I03830,O08122,P115,1,19956,10
I03831,O03633,P143,2,18341,11
I03832,O04966,P267,4,35911,25
I03833,O08043,P098,1,21569,12
I03834,O00188,P493,3,26107,43
I03835,O02390,P144,1,7700,0
I03836,O05689,P266,1,39679,9
I03837,O08274,P244,1,19506,43
I03838,O08440,P111,1,46047,10
I03839,O01545,P031,3,44360,22
I03840,O06005,P246,2,32576,13
I03841,O09465,P010,4,20905,33
I03842,O04077,P483,2,6865,3
I03843,O02665,P263,5,7456,6
I03844,O07291,P430,2,12238,8
I03845,O06706,P108,4,38431,10
I03846,O06254,P439,4,40967,27
I03847,O01538,P371,2,40190,35
I03848,O09574,P111,2,12887,27
I03849,O09705,P139,2,30739,29
I03850,O09378,P155,3,24056,29
I03851,O09442,P367,2,17943,29
I03852,O06604,P407,2,20136,5
I03853,O07720,P075,1,23902,50
I03854,O00508,P469,5,10029,11
I03855,O01590,P293,3,5729,6
I03856,O09276,P252,1,2714,4
I03857,O07560,P076,4,30852,0
I03858,O08211,P198,5,36287,15
I03859,O08366,P037,5,37574,2
I03860,O04964,P416,3,4703,33
I03861,O09271,P005,1,23776,4
I03862,O01374,P481,1,11584,19
I03863,O08333,P317,2,13213,5
I03864,O07350,P085,1,41669,14
I03865,O09983,P187,2,47873,23
I03866,O02749,P022,4,28470,37
I03867,O09838,P291,1,38221,20
I03868,O03872,P060,3,159,41
I03869,O08541,P333,5,18850,49
I03870,O06107,P455,5,18566,26
I03871,O01111,P193,2,33900,18
I03872,O09604,P480,2,6123,1
I03873,O06319,P325,5,11066,1
I03874,O01499,P008,3,48860,12
I03875,O00425,P079,2,33206,45
I03876,O09985,P298,1,6878,19
I03877,O08589,P492,3,26914,22
I03878,O06026,P303,2,14267,13
I03879,O06775,P273,2,9387,26
I03880,O05513,P164,5,47450,18
I03881,O04425,P142,1,17689,23
I03882,O03609,P278,5,22498,29
I03883,O07633,P368,4,48678,50
I03884,O03222,P410,5,3501,34
I03885,O09191,P210,3,26556,28
I03886,O02233,P178,4,16555,24
I03887,O04210,P203,2,6282,36
I03888,O00019,P348,4,23216,10
I03889,O09269,P058,5,32691,25
I03890,O01396,P146,1,24812,49
I03891,O03858,P381,2,4589,19
I03892,O01084,P035,4,5229,48
I03893,O03741,P149,5,31322,41
I03894,O01410,P261,4,33205,12
I03895,O00725,P227,5,12682,19
I03896,O04062,P158,3,4193,39
I03897,O05483,P429,3,34493,14
I03898,O07757,P201,1,4079,34
I03899,O08711,P074,5,47929,4
I03900,O06290,P268,5,11688,36
I03901,O02165,P131,5,31964,6
I03902,O05588,P180,1,13915,11
I03903,O03270,P249,3,25581,39
I03904,O08265,P232,4,9893,45
I03905,O08538,P268,4,22323,47
I03906,O07857,P442,4,48106,7
I03907,O06139,P255,1,34834,22
I03908,O03720,P483,3,22869,30
I03909,O01003,P034,1,41440,30
I03910,O03461,P273,2,19570,44
I03911,O04725,P348,2,44398,6
I03912,O02109,P321,1,5926,32
I03913,O03058,P108,5,2407,6
I03914,O09188,P489,2,44255,28
I03915,O06422,P491,4,17308,43
I03916,O06480,P460,1,4608,48
I03917,O06097,P377,4,11000,39
I03918,O03407,P256,3,43675,12
I03919,O07672,P459,5,33043,46
I03920,O07171,P465,3,5405,9
I03921,O02715,P026,3,8471,17
I03922,O04791,P029,5,5386,22
I03923,O02234,P440,2,1767,44
I03924,O06152,P381,4,35976,7
I03925,O04118,P038,5,11497,42
I03926,O03470,P387,1,5937,9
I03927,O07586,P296,2,27994,17
I03928,O01992,P401,4,9962,14
I03929,O09746,P002,5,19857,49
I03930,O09474,P246,4,41771,0
I03931,O09738,P359,3,41046,13
I03932,O02269,P059,2,46631,27
I03933,O00332,P286,4,39947,46
I03934,O01446,P034,2,16171,25
I03935,O04996,P460,4,26583,8
I03936,O00084,P322,3,38551,15
I03937,O09465,P167,3,34650,37
I03938,O04209,P299,1,26113,47
I03939,O01047,P474,4,1698,26
I03940,O03037,P281,4,234,5
I03941,O06951,P184,3,26751,41
I03942,O09750,P088,5,45075,47
I03943,O03762,P103,2,10865,29
I03944,O03532,P027,1,25279,14
I03945,O07598,P345,2,1718,12
I03946,O07020,P491,5,21552,49
I03947,O00863,P249,5,7302,25
I03948,O01542,P286,2,19203,18
I03949,O06528,P218,3,16826,37
I03950,O03628,P434,2,26118,4
I03951,O07998,P306,3,37542,10
I03952,O03880,P141,3,15946,27
I03953,O07945,P263,1,17057,28
I03954,O04637,P099,3,45622,47
I03955,O06279,P495,3,34049,23
I03956,O01978,P480,3,26508,10
I03957,O08131,P192,1,44001,33
I03958,O09644,P458,5,19312,41
I03959,O01630,P020,2,48132,19
I03960,O09000,P064,3,16210,6
I03961,O03401,P231,3,25008,49
I03962,O01992,P390,2,41137,32
I03963,O01300,P427,5,17783,9
I03964,O08125,P246,2,6435,27
I03965,O06495,P157,2,31270,7
I03966,O05047,P030,3,27432,37
I03967,O05135,P265,5,34624,2
I03968,O07036,P053,5,5561,36
I03969,O06564,P286,5,582,28
I03970,O07657,P301,1,39026,0
I03971,O01219,P033,1,22749,20
I03972,O08034,P254,5,29717,39
I03973,O01404,P140,3,32033,20
I03974,O09943,P205,2,387,20
I03975,O01882,P277,4,1565,12
I03976,O09580,P147,5,16540,41
I03977,O06380,P491,1,25282,32
I03978,O01421,P203,3,41400,29
I03979,O04161,P259,5,33530,17
I03980,O05687,P212,1,41080,30
I03981,O00373,P217,2,5005,12
I03982,O00382,P145,5,2867,30
I03983,O08070,P298,1,48076,32
I03984,O06507,P099,3,32038,36
I03985,O05774,P156,5,6844,16
I03986,O04925,P384,1,33513,20
I03987,O00029,P185,2,34320,3
I03988,O05996,P042,1,33029,26
I03989,O07887,P218,3,5735,35
I03990,O06093,P216,2,14064,47
I03991,O08555,P353,2,40816,31
I03992,O05287,P413,2,48896,28
I03993,O05926,P107,5,38089,42
I03994,O02332,P299,2,17169,42
I03995,O07185,P442,5,23749,34
I03996,O00914,P044,1,7229,42
I03997,O04452,P176,4,15188,1
I03998,O02463,P027,3,19336,37
I03999,O07787,P357,2,26439,30
I04000,O09867,P063,2,42896,13
I04001,O07682,P033,5,47903,47
I04002,O03689,P188,5,28892,21
I04003,O05445,P153,5,19492,32
I04004,O07246,P090,1,40477,24
I04005,O03373,P192,4,28830,38
I04006,O04956,P297,2,37526,47
I04007,O05942,P310,2,18389,3
I04008,O08858,P391,5,345,38
I04009,O08610,P160,3,32677,27
I04010,O00317,P135,1,4390,12
I04011,O00859,P279,1,49679,16
I04012,O01989,P364,1,13277,33
I04013,O02776,P473,4,34627,29
I04014,O01786,P291,2,43651,30
I04015,O04020,P125,4,14451,38
I04016,O02688,P388,3,34366,10
I04017,O03121,P479,5,33245,22
I04018,O09034,P390,1,25610,14
I04019,O04296,P288,1,17088,3
I04020,O03478,P196,4,37872,46
I04021,O00870,P079,5,31341,5
I04022,O01477,P245,4,49430,42
I04023,O09012,P427,5,2622,25
I04024,O05192,P101,2,10617,19
I04025,O09134,P358,1,3431,19
I04026,O03737,P477,2,12195,49
I04027,O07279,P193,1,2840,12
I04028,O08344,P004,1,41982,36
I04029,O08398,P046,1,49627,3
I04030,O01792,P329,3,17719,36
I04031,O04015,P200,3,4761,43
I04032,O02754,P488,4,15876,0
I04033,O01564,P082,2,24706,41
I04034,O06750,P317,3,23406,41
I04035,O05771,P479,4,20546,28
I04036,O01196,P149,3,20106,12
I04037,O02188,P354,1,28320,18
I04038,O00617,P413,4,13914,11
I04039,O09670,P373,5,34739,50
I04040,O00456,P485,3,44207,2
I04041,O09864,P369,4,16924,44
I04042,O09174,P064,1,25659,48
I04043,O01105,P363,4,8480,3
I04044,O02082,P139,3,28209,26
I04045,O03814,P083,4,22950,28
I04046,O08575,P424,4,25052,14
I04047,O07562,P014,5,43141,44
I04048,O06952,P288,5,10972,30
I04049,O01828,P418,5,14975,8
I04050,O03527,P242,4,30338,13
I04051,O02552,P223,2,2915,38
I04052,O07600,P022,4,13651,2
I04053,O02448,P045,3,46322,18
I04054,O07508,P191,5,20143,47
I04055,O04151,P464,1,11119,30
I04056,O08081,P072,4,22787,7
I04057,O00540,P385,2,35961,14
I04058,O09209,P350,5,34750,4
I04059,O03539,P288,2,23333,21
I04060,O03533,P096,3,20956,6
I04061,O02758,P389,5,6664,50
I04062,O07848,P110,4,17135,16
I04063,O06563,P155,3,1532,16
I04064,O06931,P487,5,30827,18
I04065,O08170,P232,4,6953,10
I04066,O09652,P033,3,29866,39
I04067,O07602,P412,4,4136,44
I04068,O00343,P460,2,25571,24
I04069,O07551,P337,3,33226,36
I04070,O07764,P445,3,18995,6
I04071,O01422,P305,1,31898,41
I04072,O03230,P492,5,31490,5
I04073,O01936,P434,2,34157,4
I04074,O02423,P195,5,25299,12
I04075,O02663,P180,2,28456,12
I04076,O00306,P179,4,9415,40
I04077,O09443,P309,2,44498,31
I04078,O06649,P125,1,4930,7
I04079,O05140,P379,1,6112,17
I04080,O01875,P470,1,21686,42
I04081,O01407,P161,4,43655,22
I04082,O03754,P165,2,34212,16
I04083,O09073,P407,3,40515,26
I04084,O03581,P015,1,19296,49
I04085,O00294,P294,1,26660,49
I04086,O01055,P493,5,35572,14
I04087,O08945,P044,5,10563,14
I04088,O08208,P332,1,22758,30
I04089,O02695,P271,1,44879,1
I04090,O03568,P461,2,35281,49
I04091,O07313,P223,1,37069,32
I04092,O08116,P008,3,39079,50
I04093,O04175,P223,3,14199,22
I04094,O03830,P130,4,39394,30
I04095,O08197,P417,1,18219,12
I04096,O02955,P284,5,37601,50
I04097,O07255,P443,5,40933,24
I04098,O08614,P126,5,32343,7
I04099,O08415,P105,1,15769,18
I04100,O02497,P423,1,23465,29
I04101,O08818,P328,3,29487,44
I04102,O08388,P157,3,16881,15
I04103,O08810,P326,4,5267,35
I04104,O05847,P124,5,28862,43
I04105,O03756,P348,3,8761,14
I04106,O04469,P028,5,33298,3
I04107,O05116,P496,1,5103,40
I04108,O07018,P026,2,5594,5
I04109,O02104,P122,1,41556,15
I04110,O09750,P319,2,3824,18
I04111,O02707,P158,3,47716,48
I04112,O08860,P133,2,527,12
I04113,O03086,P045,3,4637,32
I04114,O03730,P270,4,33319,28
I04115,O06892,P368,3,13528,44
I04116,O06904,P084,1,33339,16
I04117,O08968,P436,1,8173,50
I04118,O07842,P109,5,155,8
I04119,O09396,P222,5,49760,19
I04120,O07969,P026,1,43343,28
I04121,O00124,P103,1,46324,47
I04122,O04753,P309,5,41603,20
I04123,O08166,P013,2,5987,20
I04124,O09614,P394,4,16387,49
I04125,O01962,P449,4,11585,2
I04126,O06739,P139,4,49359,9
I04127,O00148,P464,3,29071,8
I04128,O00391,P021,5,26844,6
I04129,O06450,P446,1,24890,12
I04130,O09107,P278,3,39591,14
I04131,O01140,P169,1,18410,11
I04132,O00812,P319,3,40239,39
I04133,O01972,P458,5,25581,23
I04134,O00944,P249,3,33520,42
I04135,O03032,P091,4,47157,32
I04136,O00853,P319,2,186,19
I04137,O07882,P328,2,15714,25
I04138,O06703,P033,4,35067,46
I04139,O01794,P106,2,10846,31
I04140,O01446,P241,5,47472,50
I04141,O07554,P487,4,26009,36
I04142,O06114,P247,3,28958,45
I04143,O08577,P438,1,17622,22
I04144,O03913,P336,5,20412,49
I04145,O03091,P158,5,21733,34
I04146,O07015,P433,3,25738,35
I04147,O08218,P068,5,15043,38
I04148,O08620,P065,2,47736,15
I04149,O01904,P335,2,19460,21
I04150,O08847,P118,4,4705,17
I04151,O07380,P121,5,25992,0
I04152,O05107,P465,2,48813,50
I04153,O00231,P019,4,31410,12
I04154,O01193,P005,2,30959,4
I04155,O00197,P340,3,24623,36
I04156,O01866,P462,2,42431,3
I04157,O04276,P077,5,30468,16
I04158,O03547,P336,1,19490,42
I04159,O00682,P191,1,24368,0
I04160,O06265,P141,3,9066,37
I04161,O03579,P369,2,7263,27
I04162,O07878,P214,1,12873,0
I04163,O06778,P007,4,24360,12
I04164,O04378,P202,5,6155,24
I04165,O08393,P281,2,10047,17
I04166,O03383,P031,3,23459,34
I04167,O06573,P289,2,39098,26
I04168,O07097,P380,1,45499,35
I04169,O02611,P029,4,19933,11
I04170,O07275,P217,2,10141,47
I04171,O08125,P269,5,38353,37
I04172,O07483,P112,4,28471,2
I04173,O09825,P028,3,46132,15
I04174,O03268,P478,5,38623,15
I04175,O08434,P236,3,1996,39
I04176,O02273,P489,3,16763,25
I04177,O04510,P249,3,33063,3
I04178,O06842,P037,1,3402,23
I04179,O06672,P046,1,49033,34
I04180,O03745,P289,4,44836,32
I04181,O09203,P429,4,21752,16
I04182,O05146,P065,3,13148,39
I04183,O05220,P460,4,36187,37
I04184,O09278,P078,4,12668,8
I04185,O07386,P401,5,41769,29
I04186,O01421,P478,4,27437,50
I04187,O01324,P118,1,268,11
I04188,O08168,P463,1,21634,13
I04189,O08145,P007,1,23922,28
I04190,O07709,P021,3,31731,11
I04191,O09963,P207,4,21551,48
I04192,O01065,P258,2,35304,20
I04193,O06355,P158,3,8398,50
I04194,O04443,P376,2,32724,45
I04195,O05854,P227,2,34912,41
I04196,O09344,P050,5,29593,38
I04197,O00285,P125,3,32725,48
I04198,O09366,P287,2,10105,32
I04199,O05418,P092,2,1354,39
I04200,O00096,P116,4,27983,36
I04201,O00452,P151,3,39085,27
I04202,O08216,P472,3,11730,2
I04203,O00995,P234,1,22167,5
I04204,O00616,P338,5,5089,17
I04205,O01352,P071,2,3713,36
I04206,O00988,P275,1,24546,25
I04207,O09243,P137,5,5097,18
I04208,O02899,P434,2,39060,18
I04209,O08813,P029,1,44067,21
I04210,O03367,P416,5,30383,25
I04211,O02264,P412,5,3222,5
I04212,O01251,P352,1,16078,15
I04213,O00995,P407,4,30214,22
I04214,O05763,P300,5,4066,50
I04215,O09252,P455,4,25343,10
I04216,O04700,P392,2,24857,48
I04217,O08324,P497,5,14919,37
I04218,O04979,P235,3,48494,8
I04219,O03446,P323,4,35367,43
I04220,O04278,P123,4,18002,24
I04221,O09697,P381,4,23724,17
I04222,O03183,P284,2,20104,26
I04223,O04431,P069,5,445,31
I04224,O04990,P315,4,8090,5
I04225,O00271,P159,3,10482,45
I04226,O02553,P184,3,20457,46
I04227,O08727,P440,4,17264,26
I04228,O02829,P381,4,35263,37
I04229,O09586,P257,1,40887,29
I04230,O00164,P359,4,43096,10
I04231,O08519,P120,4,3259,1
I04232,O00866,P112,4,10541,31
I04233,O04388,P244,2,19350,14
I04234,O05370,P441,1,19167,23
I04235,O07947,P190,3,20647,29
I04236,O04759,P142,2,6561,32
