order_id,customer_id,order_date,status,region_code
O02558,C898,2025-08-24 15:59:31,DELIVERED,West
O02559,C542,2025-11-04 01:11:41,RETURNED,West
O02560,C471,2026-05-02 21:00:11,DELIVERED,North
O02561,C936,2025-09-30 12:23:40,SHIPPED,East
O02562,C393,2026-05-10 06:45:27,PLACED,South
O02563,C216,2024-10-22 03:47:57,RETURNED,West
O02564,C090,2024-11-05 13:30:35,CANCELLED,North
O02565,C042,2025-02-27 10:16:46,CANCELLED,North
O02566,C326,2025-09-30 06:14:27,CANCELLED,South
O02567,C509,2025-08-06 11:22:38,SHIPPED,West
O02568,C062,2025-04-13 10:53:05,CANCELLED,West
O02569,C684,2025-08-25 12:57:39,PLACED,East
O02570,C075,2024-07-24 07:37:01,PLACED,East
O02571,C971,2025-09-29 15:55:04,SHIPPED,North
O02572,C573,2026-06-28 22:29:20,PLACED,West
O02573,C359,2024-07-23 22:18:48,RETURNED,East
O02574,C203,2026-02-16 10:43:36,PLACED,South
O02575,C590,2025-07-29 02:18:13,CANCELLED,North
O02576,C110,2025-08-23 15:30:13,RETURNED,South
O02577,C847,2025-03-20 21:39:17,PLACED,South
O02578,C197,2025-05-01 19:45:32,RETURNED,West
O02579,C445,2025-12-27 02:23:29,DELIVERED,North
O02580,C221,2025-06-15 01:03:18,CANCELLED,East
O02581,C346,2024-12-22 06:22:45,DELIVERED,West
O02582,C488,2025-09-23 07:36:50,PLACED,West
O02583,C039,2025-09-11 03:33:25,CANCELLED,South
O02584,C027,2025-07-29 23:39:47,CANCELLED,South
O02585,C592,2026-02-23 02:48:16,CANCELLED,North
O02586,C920,2025-03-19 16:09:13,RETURNED,West
O02587,C629,2025-03-28 03:42:58,CANCELLED,South
O02588,C202,2025-10-16 00:32:33,SHIPPED,East
O02589,C318,2025-10-24 05:58:29,CANCELLED,West
O02590,C977,2025-05-19 08:36:02,RETURNED,South
O02591,C946,2024-10-26 19:41:46,SHIPPED,South
O02592,Unknown,2024-11-01 19:59:45,SHIPPED,East
O02593,C923,2025-06-17 08:44:19,PLACED,North
O02594,C287,2024-11-27 09:15:38,SHIPPED,East
O02595,C034,2024-08-11 21:08:28,PLACED,South
O02596,C183,2025-03-23 02:12:04,SHIPPED,West
O02597,C755,2025-02-13 20:54:03,DELIVERED,East
O02598,C351,2024-09-18 14:36:20,CANCELLED,South
O02599,C272,2024-09-16 11:56:14,DELIVERED,North
O02600,Unknown,2025-02-24 15:15:41,PLACED,North
O02601,C960,2024-12-24 21:35:17,PLACED,North
O02602,C234,2025-01-20 13:16:53,SHIPPED,North
O02603,C435,2025-09-19 16:56:04,SHIPPED,East
O02604,C635,2026-05-25 08:21:25,CANCELLED,West
O02605,C527,2024-09-26 09:18:30,CANCELLED,West
O02606,C869,2026-06-18 09:22:20,DELIVERED,West
O02607,C927,2026-04-23 01:35:06,PLACED,North
O02608,C044,2026-03-02 16:31:24,SHIPPED,South
O02609,C924,2025-07-13 15:58:11,PLACED,South
O02610,C276,2024-09-29 16:57:12,SHIPPED,West
O02611,C402,2024-08-18 15:49:30,RETURNED,North
O02612,C834,2025-08-17 06:50:04,DELIVERED,North
O02613,C623,2025-02-02 21:41:27,CANCELLED,East
O02614,C361,2024-12-07 08:37:44,PLACED,West
O02615,Unknown,2025-03-17 15:09:50,DELIVERED,South
O02616,C586,2026-01-20 10:33:51,PLACED,North
O02617,C405,2025-02-26 18:18:12,SHIPPED,West
O02618,C422,2025-11-18 09:10:31,PLACED,East
O02619,C734,2024-09-23 20:24:45,DELIVERED,West
O02620,Unknown,2026-02-19 22:32:09,DELIVERED,South
O02621,C627,2025-03-27 22:35:11,DELIVERED,North
O02622,C974,2025-12-05 16:02:53,SHIPPED,North
O02623,C680,2025-04-30 01:37:12,DELIVERED,West
O02624,C415,2025-05-31 21:58:42,PLACED,West
O02625,C378,2024-12-16 21:22:12,CANCELLED,West
O02626,C677,2024-12-28 14:22:31,PLACED,South
O02627,C863,2025-11-10 21:36:59,CANCELLED,South
O02628,C977,2026-06-03 07:59:46,CANCELLED,South
O02629,C184,2025-02-11 03:21:18,SHIPPED,South
O02630,C903,2025-04-18 21:39:18,SHIPPED,South
O02631,C595,2024-09-16 05:19:46,PLACED,South
O02632,C829,2026-02-17 23:53:28,DELIVERED,East
O02633,C785,2026-01-29 05:16:23,SHIPPED,West
O02634,C484,2026-01-13 12:10:11,RETURNED,East
O02635,C470,2024-10-05 21:22:44,SHIPPED,North
O02636,C650,2025-03-27 11:29:11,RETURNED,North
O02637,C829,2024-08-31 08:09:45,DELIVERED,North
O02638,C750,2026-05-20 17:01:13,DELIVERED,West
O02639,C499,2024-12-16 11:35:20,RETURNED,North
O02640,C874,2026-03-27 17:07:18,CANCELLED,North
O02641,C649,2025-08-06 14:15:24,SHIPPED,South
O02642,C394,2025-02-08 13:09:56,SHIPPED,South
O02643,C052,2024-08-18 14:16:59,DELIVERED,North
O02644,C164,2025-11-03 06:35:23,PLACED,East
O02645,C389,2024-09-01 00:30:27,PLACED,East
O02646,C744,2025-11-12 12:36:11,CANCELLED,South
O02647,C420,2026-03-30 18:26:24,SHIPPED,East
O02648,C407,2025-06-15 11:07:59,DELIVERED,East
O02649,C860,2025-06-05 10:42:01,SHIPPED,North
O02650,C936,2024-10-15 18:07:06,DELIVERED,North
O02651,C707,2024-09-08 20:02:38,DELIVERED,North
O02652,C050,2025-01-30 08:39:06,PLACED,West
O02653,C573,2026-04-15 11:55:32,DELIVERED,East
O02654,C923,2025-11-18 07:02:34,CANCELLED,East
O02655,C327,2026-01-02 05:05:58,DELIVERED,East
O02656,C093,2025-04-14 11:21:50,CANCELLED,East
O02657,C429,2025-07-11 14:39:24,RETURNED,North
O02658,C682,2025-12-04 21:23:41,CANCELLED,South
O02659,C148,2026-05-01 09:09:56,PLACED,South
O02660,C797,2026-05-05 20:19:31,SHIPPED,South
O02661,C733,2025-06-11 18:18:58,RETURNED,East
O02662,C570,2025-05-16 11:26:44,DELIVERED,West
O02663,C399,2024-08-03 13:35:11,PLACED,East
O02664,C985,2024-10-10 11:38:31,CANCELLED,East
O02665,C690,2024-09-06 08:47:17,CANCELLED,North
O02666,C849,2025-05-31 21:01:12,CANCELLED,West
O02667,C635,2024-10-28 02:25:31,CANCELLED,North
O02668,C122,2025-02-05 15:38:22,CANCELLED,East
O02669,C012,2024-09-15 23:59:21,CANCELLED,East
O02670,C234,2026-06-10 15:49:14,SHIPPED,East
O02671,C061,2025-09-05 13:16:09,PLACED,North
O02672,C002,2024-10-18 21:03:57,RETURNED,South
O02673,C247,2025-03-20 10:24:49,DELIVERED,East
O02674,C887,2026-04-28 21:46:10,CANCELLED,West
O02675,C220,2025-01-18 00:08:39,PLACED,East
O02676,C435,2025-09-03 01:49:54,CANCELLED,South
O02677,C845,2025-10-21 12:21:21,CANCELLED,North
O02678,C082,2024-10-25 19:08:24,CANCELLED,East
O02679,C281,2024-09-21 02:44:15,CANCELLED,East
O02680,C523,2024-10-22 19:54:45,CANCELLED,East
O02681,C344,2025-01-17 20:14:37,DELIVERED,West
O02682,C502,2025-03-22 12:07:54,CANCELLED,East
O02683,C790,2025-04-12 16:20:01,PLACED,North
O02684,C437,2025-09-15 21:58:48,CANCELLED,East
O02685,C749,2025-09-04 00:06:59,PLACED,South
O02686,C049,2025-08-06 23:18:29,DELIVERED,East
O02687,C591,2025-04-09 08:43:00,SHIPPED,North
O02688,C087,2026-04-18 05:06:27,RETURNED,North
O02689,C712,2024-09-23 05:55:09,RETURNED,South
O02690,C985,2025-12-02 20:58:03,PLACED,North
O02691,C008,2026-05-04 21:29:17,PLACED,North
O02692,C235,2024-07-21 14:40:48,CANCELLED,West
O02693,C699,2026-06-20 09:31:48,CANCELLED,South
O02694,C001,2025-10-15 23:16:09,RETURNED,East
O02695,C191,2025-11-24 09:10:06,DELIVERED,West
O02696,C972,2025-11-29 07:33:46,SHIPPED,South
O02697,C553,2024-10-09 22:23:23,CANCELLED,South
O02698,C492,2024-09-09 21:05:52,DELIVERED,East
O02699,C344,2026-01-13 03:09:42,CANCELLED,South
O02700,C313,2025-03-01 03:44:27,RETURNED,East
O02701,C530,2025-04-10 04:34:37,SHIPPED,West
O02702,C647,2025-05-08 04:56:04,PLACED,West
O02703,C296,2024-08-21 12:27:00,DELIVERED,North
O02704,C578,2025-11-13 01:32:19,SHIPPED,South
O02705,C256,2025-04-04 22:29:16,PLACED,East
O02706,C994,2025-04-12 15:57:20,RETURNED,West
O02707,C614,2026-02-24 10:28:45,RETURNED,South
O02708,C791,2025-11-06 05:07:22,DELIVERED,North
O02709,C521,2025-12-03 16:19:05,CANCELLED,North
O02710,C838,2025-12-22 22:24:44,SHIPPED,North
O02711,C935,2025-06-25 17:14:49,CANCELLED,West
O02712,C614,2025-11-24 23:10:47,PLACED,North
O02713,C925,2026-02-13 05:03:42,DELIVERED,North
O02714,C759,2024-07-12 10:12:15,SHIPPED,North
O02715,C079,2026-03-15 03:34:12,CANCELLED,East
O02716,C253,2024-12-03 00:51:49,CANCELLED,East
O02717,C211,2025-03-04 16:40:00,DELIVERED,South
O02718,C889,2025-10-16 07:13:55,PLACED,West
O02719,C071,2026-01-15 17:37:05,DELIVERED,West
O02720,C109,2025-06-22 05:47:29,DELIVERED,North
O02721,C212,2025-03-26 05:12:56,DELIVERED,East
O02722,C652,2025-03-17 21:37:13,PLACED,North
O02723,C044,2025-02-26 02:06:53,DELIVERED,East
O02724,C975,2025-01-26 04:59:55,CANCELLED,North
O02725,C352,2025-03-20 20:46:07,RETURNED,West
O02726,C261,2025-09-17 21:44:03,RETURNED,East
O02727,C923,2025-01-03 19:54:41,CANCELLED,North
O02728,C343,2025-06-01 06:37:28,PLACED,West
O02729,C987,2025-12-21 22:06:13,DELIVERED,East
O02730,C262,2025-07-28 03:24:30,SHIPPED,North
O02731,C384,2026-03-03 05:11:32,PLACED,East
O02732,C105,2025-09-07 03:48:41,RETURNED,South
O02733,C889,2025-06-05 20:55:08,SHIPPED,West
O02734,C285,2025-07-25 13:06:39,DELIVERED,East
O02735,C214,2024-10-01 08:45:51,CANCELLED,East
O02736,C260,2024-09-11 10:29:04,RETURNED,North
O02737,C049,2026-04-06 02:47:25,SHIPPED,South
O02738,C218,2024-09-24 14:33:46,CANCELLED,North
O02739,Unknown,2025-11-30 02:45:39,SHIPPED,North
O02740,C009,2026-01-30 11:32:25,PLACED,East
O02741,C310,2025-01-02 09:14:55,RETURNED,East
O02742,C633,2025-10-07 03:26:04,PLACED,North
O02743,C598,2026-06-26 22:50:07,RETURNED,North
O02744,C180,2025-02-16 20:11:02,SHIPPED,North
O02745,C117,2025-01-01 02:56:19,PLACED,East
O02746,C060,2025-05-28 20:43:18,CANCELLED,East
O02747,C976,2026-06-25 06:24:03,DELIVERED,East
O02748,C056,2024-11-22 18:45:33,SHIPPED,East
O02749,C854,2024-09-15 07:29:04,CANCELLED,East
O02750,C058,2026-05-15 10:47:56,DELIVERED,East
O02751,C988,2025-07-04 15:30:06,PLACED,West
O02752,C694,2024-07-22 08:08:34,PLACED,South
O02753,Unknown,2024-08-15 23:31:56,CANCELLED,North
O02754,C169,2025-02-07 15:55:04,SHIPPED,South
O02755,C614,2026-05-20 07:35:06,CANCELLED,East
O02756,C236,2024-07-13 19:51:04,SHIPPED,West
O02757,C572,2025-12-16 17:48:59,SHIPPED,West
O02758,C718,2026-06-25 18:13:50,SHIPPED,North
O02759,C084,2025-12-14 23:50:21,SHIPPED,East
O02760,C103,2024-11-15 21:13:13,RETURNED,South
O02761,C010,2026-07-06 02:46:18,RETURNED,West
O02762,C462,2025-02-06 02:05:35,SHIPPED,West
O02763,C727,2025-08-16 23:21:03,DELIVERED,North
O02764,C052,2025-03-14 05:03:44,RETURNED,South
O02765,C303,2024-12-07 14:13:42,CANCELLED,North
O02766,C818,2025-11-26 07:14:31,SHIPPED,West
O02767,C229,2025-05-07 19:53:42,RETURNED,North
O02768,C015,2026-04-01 10:59:01,PLACED,West
O02769,C987,2025-05-28 00:25:53,CANCELLED,East
O02770,C145,2025-12-02 02:10:36,DELIVERED,North
O02771,C097,2024-10-28 11:45:48,SHIPPED,North
O02772,C183,2024-10-05 19:07:14,SHIPPED,East
O02773,C426,2025-02-13 16:48:01,RETURNED,East
O02774,C172,2025-06-09 13:15:54,SHIPPED,North
O02775,C666,2024-12-30 12:36:26,CANCELLED,West
O02776,Unknown,2025-05-05 15:37:23,PLACED,West
O02777,C666,2025-09-13 01:08:17,CANCELLED,South
O02778,C533,2026-06-01 09:58:05,RETURNED,East
O02779,C418,2025-01-07 06:50:16,RETURNED,North
O02780,C211,2025-05-06 14:23:46,DELIVERED,North
O02781,C490,2026-04-06 15:22:46,SHIPPED,South
O02782,C129,2024-12-15 19:36:59,SHIPPED,North
O02783,Unknown,2025-10-06 16:13:25,SHIPPED,South
O02784,C570,2026-05-29 20:51:09,PLACED,South
O02785,C259,2024-08-18 23:13:27,PLACED,West
O02786,C344,2024-09-03 08:41:18,SHIPPED,East
O02787,C491,2025-05-26 00:30:18,CANCELLED,East
O02788,C253,2025-05-17 01:02:30,PLACED,North
O02789,C226,2025-12-24 16:17:46,SHIPPED,South
O02790,C053,2026-02-17 05:52:06,PLACED,West
O02791,C201,2025-11-15 04:45:26,SHIPPED,South
O02792,C996,2025-12-31 09:03:12,DELIVERED,South
O02793,C996,2024-07-23 15:53:36,PLACED,West
O02794,C800,2026-01-31 08:35:21,DELIVERED,North
O02795,Unknown,2026-04-19 18:05:57,PLACED,South
O02796,C022,2026-04-06 04:14:11,SHIPPED,East
O02797,C890,2026-02-14 03:38:43,SHIPPED,South
O02798,C159,2026-01-15 02:48:48,CANCELLED,South
O02799,C862,2025-09-26 21:15:15,DELIVERED,West
O02800,C125,2025-06-16 04:15:20,SHIPPED,North
O02801,C084,2024-07-19 04:44:22,DELIVERED,South
O02802,C208,2025-11-13 01:41:54,RETURNED,East
O02803,C360,2024-07-18 04:54:30,DELIVERED,South
O02804,C944,2024-11-13 06:51:38,SHIPPED,West
O02805,C697,2026-03-25 13:24:32,CANCELLED,South
O02806,C774,2025-05-26 19:28:30,RETURNED,East
O02807,C556,2024-08-04 08:00:54,RETURNED,South
O02808,C694,2026-06-09 09:59:03,SHIPPED,West
O02809,C996,2025-07-02 02:11:48,DELIVERED,West
O02810,C696,2025-03-29 14:27:16,CANCELLED,North
O02811,C152,2025-08-03 01:14:41,RETURNED,North
O02812,C861,2025-10-12 01:51:15,RETURNED,West
O02813,C202,2024-12-05 11:38:30,DELIVERED,South
O02814,C512,2024-12-31 11:32:02,RETURNED,South
O02815,C337,2025-01-10 08:19:18,PLACED,West
O02816,Unknown,2026-01-28 22:46:55,RETURNED,North
O02817,C455,2024-10-10 01:45:32,RETURNED,West
O02818,C945,2026-02-24 03:46:09,DELIVERED,South
O02819,C293,2026-02-22 10:51:08,SHIPPED,North
O02820,Unknown,2025-01-21 21:03:59,PLACED,South
O02821,C274,2024-12-05 05:02:03,RETURNED,South
O02822,C295,2024-07-29 05:17:10,PLACED,South
O02823,C011,2025-07-27 13:50:16,RETURNED,South
O02824,C649,2026-04-06 09:45:16,PLACED,South
O02825,C291,2026-03-25 01:44:46,RETURNED,West
O02826,C616,2025-06-16 11:35:42,PLACED,West
O02827,C074,2026-02-13 05:27:02,DELIVERED,South
O02828,C227,2024-10-02 10:12:18,DELIVERED,South
O02829,Unknown,2025-03-31 19:52:06,CANCELLED,North
O02830,C585,2025-11-08 14:17:23,CANCELLED,South
O02831,C792,2025-11-04 22:22:51,SHIPPED,North
O02832,C960,2026-04-07 18:30:58,PLACED,South
O02833,C894,2026-02-20 18:43:45,RETURNED,West
O02834,C514,2025-07-04 16:55:48,RETURNED,West
O02835,C123,2024-07-10 07:50:44,SHIPPED,East
O02836,C833,2025-04-20 22:06:34,PLACED,East
O02837,C987,2026-03-16 20:52:15,PLACED,East
O02838,C987,2025-06-27 22:33:17,RETURNED,North
O02839,C157,2025-06-25 17:47:56,CANCELLED,North
O02840,C075,2026-05-22 14:16:41,DELIVERED,West
O02841,C370,2024-12-30 08:28:44,PLACED,West
O02842,C253,2024-08-07 15:29:04,PLACED,East
O02843,Unknown,2025-11-01 10:28:13,DELIVERED,North
O02844,C571,2026-04-06 11:38:56,SHIPPED,East
O02845,C134,2024-09-22 03:42:56,SHIPPED,North
O02846,C443,2025-06-04 09:28:44,CANCELLED,West
O02847,C331,2026-06-10 14:16:12,PLACED,West
O02848,Unknown,2026-03-30 11:28:19,CANCELLED,East
O02849,C976,2024-08-15 21:34:19,SHIPPED,East
O02850,C999,2026-02-23 06:29:42,PLACED,North
O02851,C306,2026-03-03 05:42:33,DELIVERED,South
O02852,C377,2026-01-17 10:20:12,DELIVERED,South
O02853,C602,2025-07-06 04:58:55,SHIPPED,West
O02854,C029,2024-07-25 15:47:17,RETURNED,West
O02855,C786,2026-04-27 07:27:19,CANCELLED,West
O02856,C848,2025-12-12 19:47:28,SHIPPED,North
O02857,C257,2025-10-17 13:26:41,PLACED,West
O02858,C136,2026-05-04 09:09:56,RETURNED,North
O02859,C263,2025-09-16 09:29:10,RETURNED,South
O02860,Unknown,2026-04-18 09:14:30,PLACED,East
O02861,C674,2024-10-24 12:20:28,SHIPPED,South
O02862,C091,2024-09-29 15:44:01,SHIPPED,West
O02863,Unknown,2025-02-13 13:22:16,SHIPPED,North
O02864,C988,2026-03-19 04:48:17,RETURNED,East
O02865,C289,2025-11-29 05:54:21,PLACED,North
O02866,C225,2024-11-24 10:41:49,RETURNED,South
O02867,C459,2024-10-16 12:13:18,PLACED,North
O02868,C763,2026-05-04 23:08:21,SHIPPED,North
O02869,C757,2024-09-30 19:08:05,PLACED,East
O02870,C155,2026-05-09 02:43:05,CANCELLED,East
O02871,C069,2024-08-13 12:17:44,PLACED,East
O02872,C593,2026-02-26 00:38:08,SHIPPED,South
O02873,C406,2024-09-29 17:48:46,RETURNED,North
O02874,C370,2026-03-30 22:42:41,SHIPPED,East
O02875,C986,2024-08-29 19:38:43,DELIVERED,South
O02876,C502,2025-06-15 02:15:26,RETURNED,South
O02877,C365,2025-07-21 01:55:26,RETURNED,West
O02878,C842,2026-04-12 04:08:26,DELIVERED,South
O02879,C774,2024-08-10 15:22:45,PLACED,West
O02880,C420,2024-09-17 02:51:55,SHIPPED,South
O02881,C238,2025-07-28 19:16:56,CANCELLED,West
O02882,C340,2024-08-10 00:41:14,PLACED,North
O02883,C894,2025-06-15 10:49:14,PLACED,East
O02884,C183,2025-01-27 14:48:14,DELIVERED,South
O02885,C941,2025-02-15 14:43:06,SHIPPED,North
O02886,C526,2024-10-28 23:00:09,CANCELLED,East
O02887,C505,2025-08-31 06:48:58,DELIVERED,East
O02888,C026,2024-10-18 20:55:24,CANCELLED,South
O02889,C263,2025-02-06 12:35:10,CANCELLED,West
O02890,C342,2025-01-27 21:52:31,PLACED,West
O02891,C087,2026-03-21 04:11:12,RETURNED,South
O02892,C603,2025-07-29 15:04:10,PLACED,South
O02893,C428,2025-01-03 22:52:05,PLACED,East
O02894,C253,2026-04-18 12:04:49,CANCELLED,East
O02895,Unknown,2024-10-01 10:02:50,SHIPPED,West
O02896,C986,2024-11-02 08:37:17,RETURNED,North
O02897,C368,2026-03-17 01:47:02,RETURNED,East
O02898,C809,2025-12-20 14:49:01,RETURNED,South
O02899,C947,2025-04-22 17:03:04,CANCELLED,North
O02900,C957,2026-03-30 06:05:38,DELIVERED,East
O02901,C022,2025-02-24 09:29:04,SHIPPED,South
O02902,C219,2025-07-24 18:37:51,CANCELLED,West
O02903,C117,2026-03-04 14:40:22,CANCELLED,West
O02904,C548,2024-11-05 11:47:09,RETURNED,South
O02905,C795,2025-05-12 09:59:42,CANCELLED,West
O02906,C238,2026-05-11 11:11:25,RETURNED,North
O02907,C743,2025-10-14 04:02:22,CANCELLED,North
O02908,C361,2026-03-22 10:30:17,SHIPPED,North
O02909,C270,2025-03-29 10:15:41,DELIVERED,East
O02910,C050,2025-10-19 12:41:53,PLACED,East
O02911,C180,2026-01-02 03:33:07,DELIVERED,South
O02912,C670,2025-11-03 03:50:17,DELIVERED,North
O02913,C017,2025-08-07 07:37:04,PLACED,South
O02914,C456,2025-05-25 18:47:09,CANCELLED,South
O02915,C364,2026-02-18 03:32:50,SHIPPED,North
O02916,C110,2026-02-22 08:41:30,DELIVERED,West
O02917,C768,2025-11-16 23:06:14,SHIPPED,North
O02918,C916,2025-03-30 07:22:34,SHIPPED,West
O02919,C673,2026-02-20 03:06:33,SHIPPED,West
O02920,C023,2025-06-03 15:40:30,CANCELLED,West
O02921,C924,2025-10-19 02:23:58,RETURNED,East
O02922,C921,2024-09-04 04:20:12,RETURNED,South
O02923,C470,2026-01-26 22:24:57,CANCELLED,West
O02924,C978,2025-05-05 08:41:46,PLACED,South
O02925,C748,2025-06-05 03:23:48,SHIPPED,North
O02926,C060,2024-11-02 20:20:19,CANCELLED,West
O02927,Unknown,2026-01-19 06:15:00,DELIVERED,South
O02928,C284,2026-06-26 21:14:55,DELIVERED,East
O02929,C727,2024-12-02 22:28:31,DELIVERED,East
O02930,C012,2026-07-07 23:47:22,DELIVERED,South
O02931,C919,2025-08-26 10:41:55,CANCELLED,West
O02932,C573,2026-01-31 07:48:12,DELIVERED,South
O02933,C311,2025-03-08 22:36:16,SHIPPED,East
O02934,C002,2026-03-03 12:36:08,SHIPPED,West
O02935,C529,2026-02-01 07:23:47,PLACED,North
O02936,C401,2025-01-07 20:50:11,RETURNED,East
O02937,C594,2025-01-09 12:04:25,SHIPPED,North
O02938,C196,2025-09-23 05:04:19,PLACED,North
O02939,C166,2024-11-29 11:45:58,DELIVERED,East
O02940,C854,2026-06-29 22:23:58,RETURNED,West
O02941,C366,2024-11-14 01:20:45,CANCELLED,South
O02942,C142,2025-04-17 21:27:04,PLACED,East
O02943,C155,2024-07-25 16:36:15,CANCELLED,North
O02944,C013,2024-12-25 04:54:29,PLACED,West
O02945,C291,2024-08-11 21:11:12,RETURNED,North
O02946,C898,2025-04-24 16:22:30,PLACED,North
O02947,C658,2026-01-01 01:54:33,CANCELLED,South
O02948,C672,2025-05-18 01:05:35,SHIPPED,West
O02949,C030,2025-12-08 21:21:45,DELIVERED,East
O02950,C264,2025-10-25 14:02:56,CANCELLED,South
O02951,C702,2025-08-16 03:31:20,SHIPPED,North
O02952,C188,2024-08-19 15:10:16,DELIVERED,North
O02953,C951,2024-09-17 17:40:40,RETURNED,West
O02954,C103,2026-01-04 05:58:01,SHIPPED,West
O02955,Unknown,2025-02-17 04:03:34,RETURNED,North
O02956,C932,2024-08-25 21:35:13,PLACED,North
O02957,C299,2026-03-09 14:49:33,PLACED,South
O02958,C851,2025-02-10 05:08:08,CANCELLED,West
O02959,C768,2025-11-16 21:43:19,RETURNED,North
O02960,C298,2025-10-08 04:25:03,CANCELLED,West
O02961,C729,2024-10-21 19:36:20,RETURNED,East
O02962,C267,2024-11-30 18:26:00,CANCELLED,South
O02963,C030,2025-02-06 08:18:06,RETURNED,East
O02964,C438,2025-04-14 04:24:39,PLACED,West
O02965,C200,2025-08-16 12:24:35,SHIPPED,North
O02966,C176,2026-02-07 19:22:16,DELIVERED,East
O02967,Unknown,2026-06-24 08:45:23,SHIPPED,East
O02968,C122,2025-11-03 11:22:54,PLACED,East
O02969,C248,2025-08-21 11:11:04,DELIVERED,West
O02970,C966,2025-08-30 11:11:15,RETURNED,West
O02971,C340,2026-03-20 13:05:17,RETURNED,South
O02972,C821,2025-07-18 22:32:40,DELIVERED,East
O02973,C761,2025-01-27 16:38:13,RETURNED,West
O02974,C671,2024-12-02 17:30:13,DELIVERED,East
O02975,C191,2025-12-23 06:45:26,PLACED,East
O02976,C310,2025-02-13 07:16:08,PLACED,East
O02977,C892,2024-08-06 02:08:34,RETURNED,North
O02978,C135,2024-09-24 16:15:01,RETURNED,North
O02979,C038,2025-11-11 12:02:35,PLACED,North
O02980,C592,2025-04-03 22:24:31,CANCELLED,East
O02981,C005,2026-04-07 08:06:34,RETURNED,South
O02982,C106,2025-08-05 19:58:49,RETURNED,South
O02983,C460,2025-12-01 07:10:38,PLACED,North
O02984,C550,2025-12-02 22:50:30,RETURNED,East
O02985,C825,2026-01-03 20:53:14,DELIVERED,South
O02986,C606,2026-02-04 23:54:17,CANCELLED,East
O02987,C721,2024-08-24 08:24:43,RETURNED,West
O02988,C383,2025-07-31 01:29:53,DELIVERED,West
O02989,Unknown,2024-07-20 14:00:56,SHIPPED,North
O02990,C271,2025-03-05 16:32:13,PLACED,West
O02991,C992,2024-10-24 20:41:50,SHIPPED,West
O02992,C243,2025-02-11 01:34:51,SHIPPED,North
O02993,C981,2025-04-04 05:20:55,DELIVERED,West
O02994,C128,2024-11-08 13:09:45,RETURNED,North
O02995,C404,2026-03-28 19:36:08,CANCELLED,East
O02996,C669,2026-05-05 03:15:32,PLACED,North
O02997,C850,2024-11-28 21:27:07,DELIVERED,East
O02998,C655,2025-03-12 05:28:36,SHIPPED,East
O02999,C568,2025-11-08 11:57:26,PLACED,North
O03000,C818,2025-04-23 20:41:24,SHIPPED,North
O03001,C692,2025-08-23 11:28:05,SHIPPED,North
O03002,C034,2024-08-24 18:30:59,DELIVERED,North
O03003,C751,2025-05-16 00:38:16,DELIVERED,North
O03004,C990,2025-07-28 12:20:59,SHIPPED,East
O03005,C241,2025-04-03 23:44:36,PLACED,North
O03006,C414,2026-05-10 00:17:35,RETURNED,East
O03007,C382,2026-05-05 11:13:50,DELIVERED,West
O03008,C309,2025-12-25 04:32:56,CANCELLED,West
O03009,C183,2024-09-11 15:59:18,CANCELLED,West
O03010,C241,2024-07-14 05:00:40,PLACED,South
O03011,C382,2025-12-08 16:01:22,PLACED,East
O03012,C799,2025-11-07 07:05:52,SHIPPED,North
O03013,C324,2026-04-10 09:31:24,PLACED,North
O03014,C695,2026-01-19 00:44:09,PLACED,West
O03015,C943,2026-04-12 19:53:46,DELIVERED,North
O03016,C619,2025-06-13 21:36:42,RETURNED,East
O03017,C259,2024-12-26 15:16:28,PLACED,East
O03018,C834,2025-11-05 13:02:36,DELIVERED,North
O03019,C150,2026-04-13 21:38:19,PLACED,South
O03020,C395,2025-05-27 09:34:38,CANCELLED,South
O03021,C928,2024-09-08 21:16:18,SHIPPED,East
O03022,C923,2026-03-22 18:22:55,CANCELLED,West
O03023,C025,2025-01-22 14:10:35,RETURNED,North
O03024,C856,2024-12-27 21:10:45,DELIVERED,South
O03025,C104,2025-05-27 02:46:54,RETURNED,North
O03026,C607,2026-02-28 09:21:01,PLACED,North
O03027,C044,2025-09-08 15:35:40,SHIPPED,North
O03028,C476,2025-12-13 09:46:39,PLACED,West
O03029,C960,2025-06-22 16:35:32,CANCELLED,East
O03030,C051,2026-01-19 23:49:11,PLACED,West
O03031,C072,2025-05-24 22:07:59,RETURNED,East
O03032,C819,2024-12-10 13:38:32,SHIPPED,East
O03033,C873,2025-06-25 00:30:44,PLACED,North
O03034,C871,2025-12-29 13:21:48,PLACED,East
O03035,C255,2025-02-26 03:19:47,PLACED,South
O03036,C122,2026-06-05 03:10:45,SHIPPED,South
O03037,C756,2024-12-14 06:51:06,CANCELLED,West
O03038,C943,2026-05-04 19:53:32,SHIPPED,West
O03039,C491,2024-12-21 18:06:35,CANCELLED,West
O03040,C566,2025-12-22 10:34:22,CANCELLED,South
O03041,C602,2025-02-08 12:29:31,RETURNED,South
O03042,C439,2025-07-31 03:07:47,CANCELLED,West
O03043,Unknown,2025-03-12 10:24:42,RETURNED,West
O03044,C324,2024-09-21 06:15:40,RETURNED,West
O03045,C918,2025-03-24 05:56:13,CANCELLED,West
O03046,C553,2025-05-05 13:40:52,RETURNED,South
O03047,C408,2025-12-09 04:37:44,SHIPPED,North
O03048,C659,2026-06-07 15:26:11,RETURNED,South
