product_id,title,product_description,rating,ratings_count,initial_price,discount,discount_amount,quantity,total_amount,currency,category,seller_name
10125241,KARATCART,Green Gold-Plated Beaded Enamelled Floral Chandbalis,4.2,22,1711,82.0,1403.02,1,1711,INR,earrings,KOK███V G███AL █████████
19925208,Yellow Chimes,Women Green & Gold Boho Dangle Chiffon Silk Layered Petal Hoop Earrings,4.1,14,774,44.0,340.56,1,774,INR,earrings,MER███I F███S A█████████ION██████████████████
20064092,AMI,Set Of 25 Gold-Toned Gold Plated Contemporary Hoop & Stud Earrings,3.8,6,1995,80.0,1596.0,1,1995,INR,earrings,ZAV███ PE███S
17354670,ANIKAS CREATION,Gold-Plated White Contemporary Drop Earrings,4.0,5,1995,69.0,1376.55,1,1995,INR,earrings,
20041906,KARATCART,Women Black Oxidised Classic Drop Earrings,4.3,9,1730,65.0,1124.5,1,1730,INR,earrings,KOK███V G███AL █████████
22601952,SOHI,Gold Plated Teardrop Shaped Drop Earrings,4.5,15,1455,76.0,1105.8,1,1455,INR,earrings,Bil███nka███Pri█████████ted███
22618882,Saraf RS Jewellery,Silver-Plated Contemporary Oxidised Drop Earrings,4.2,99,3795,77.0,2922.15,1,3795,INR,earrings,HB ███DER███RIV█████████ED
14467848,GIVA,925 Sterling Silver Rhodium Plated Chain Hoop Earrings,4.4,17,2799,50.0,1399.5,1,2799,INR,earrings,Ind███ewe███ash█████████ Lt███
14399558,Shoshaa,Silver-Plated & Pink Oxidised Drop Earrings,4.6,21,2488,72.0,1791.36,1,2488,INR,earrings,SHO███A D███GNS██████
19072820,FemNmas,Silver-Toned Classic Studs Earrings,4.4,5,249,,,1,249,INR,earrings,FEM███MAS███
13402874,Crunchy Fashion,Black & Gold-Toned Contemporary Jhumkas,4.2,6,1575,78.0,1228.5,1,1575,INR,earrings,Cru███y F███ion█████████
13340876,Kord Store,Red Gold Plated Meenakari Classic Jhumkas,4.4,7,4524,88.0,3981.12,1,4524,INR,earrings,Kor███yst███
12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,Gold-Plated & White Contemporary Drop Earrings,3.9,14,1650,81.0,1336.5,1,1650,INR,earrings,Sup███om ███
12930744,ANIKAS CREATION,Blue Dome Shaped Jhumkas,4.4,16,1075,55.0,591.25,1,1075,INR,earrings,Jai███i J███lle███
12928904,ANIKAS CREATION,Gold-Plated Drop Earrings with Multicoloured Set of 6 Changeable Stones,3.8,6,1600,70.0,1120.0,1,1600,INR,earrings,Jai███i J███lle███
21604464,Inddus,Pink Sheer Floral Embroidered Midi Ethnic Dress With Inner,3.3,7,6299,58.0,3653.42,1,6299,INR,ethnic-dresses,Nat███l L███sty█████████ts ██████████████████
21990058,Rustorange,Floral Printed A-Line Midi Ethnic Dress,5.0,2,3299,55.0,1814.45,1,3299,INR,ethnic-dresses,Zak███i I███tec█████████ Li██████
21992820,PANIT,Embroidered Sequinned Georgette Fit And Flare Ethnic Maxi Dress,4.4,14,7999,71.0,5679.29,1,7999,INR,ethnic-dresses,R.U███NGH███D G█████████PPA█████████████████████
15741084,Ashnaina,Red Floral Crepe Tiered Maxi Dress,3.2,6,1799,65.0,1169.35,1,1799,INR,ethnic-dresses,WWC███ON ███LER███
15741088,Ashnaina,Women Brown Animal Midi Fit and Flare Dress,4.1,88,1799,67.0,1205.33,1,1799,INR,ethnic-dresses,WWC███ON ███LER███
15788632,AURELIA,Black Checked Empire Midi Dress,4.2,14,2499,44.0,1099.56,1,2499,INR,ethnic-dresses,Esh███ox ███mme█████████td
15749780,W,Women Mustard Yellow & White Ethnic Printed Maxi Ethnic Dress,4.3,23,3999,60.0,2399.4,1,3999,INR,ethnic-dresses,Fla███ech███tai███
16197802,Vishudh,Grey Floral Embroidered Ethnic Maxi Dress,3.9,609,3049,60.0,1829.4,1,3049,INR,ethnic-dresses,Fla███tar███mme██████
19197596,W,Blue Floral Chiffon A-Line Midi Dress,3.9,10,2799,49.0,1371.51,1,2799,INR,ethnic-dresses,Esh███ox ███mme█████████td
18922226,Ahalyaa,Off White Geometric Printed Maxi Dress,2.8,8,4300,63.0,2709.0,1,4300,INR,ethnic-dresses,UDA███ASH███
22411344,Juniper,Floral Embroidered Flared Cotton Midi Dress,3.9,11,4149,75.0,3111.75,1,4149,INR,ethnic-dresses,AMA███XPO███ IN█████████AL █████████
19990734,VASTRAMAY,Girls Mustard Yellow Chikankari Cotton Ethnic Dress,4.7,9,2499,61.0,1524.39,1,2499,INR,ethnic-dresses,Vas███may███t. ██████
10127829,Geroo Jaipur,White & Red Floral Hand Block Printed Pure Cotton Sustainable Dress,3.8,6,2499,60.0,1499.4,1,2499,INR,ethnic-dresses,ITS███FFE███T
10132319,Karmic Vision,Women Grey & Red Solid Maxi Dress,3.9,12,4999,53.0,2649.47,1,4999,INR,ethnic-dresses,V S███ERS███
13404948,YASH GALLERY,Women Black & White Cotton Printed A-Line Maternity Dress,4.1,67,3899,76.0,2963.24,1,3899,INR,ethnic-dresses,Yas███all███ Pr█████████ite███
12994772,Souchii,Women Cream-Coloured Floral Printed A-Line Dress,3.9,10,1999,47.0,939.53,1,1999,INR,ethnic-dresses,MOH███BHO███AMU█████████ATE█████████
13355452,Rangriti,Women Coral Pink & White Liva Checked A-Line Dress With Belt,4.4,33,1299,35.0,454.65,1,1299,INR,ethnic-dresses,Sup███om ███
13405888,Saanjh,Women Green Printed Fit and Flare Dress,4.0,7,1969,62.0,1220.78,1,1969,INR,ethnic-dresses,SHA███ RE███LS
22603284,JAIPURI COLLECTION,Ethnic Motifs Printed Maxi Ethnic Dress,3.9,10,2899,71.0,2058.29,1,2899,INR,ethnic-dresses,Jai███i C███ect██████
22583702,Mialo fashion,Ethnic Printed Kaftan Dress,2.7,9,2999,78.0,2339.22,1,2999,INR,ethnic-dresses,MIA███FAS███N
15787112,Mamaearth,Oil-Free Face Moisturizer With Turmeric & Saffron For Skin Brightening  - 80 ml,4.3,903,319,12.0,38.28,1,319,INR,face-moisturisers,Hon███ Co███mer█████████Lim██████
10075857,Organic Harvest,Spot Reduction Face Cream with Kakadu Plum & Almonds Extracts,3.7,9,845,20.0,169.0,1,845,INR,face-moisturisers,SYS███ OR███IC █████████JIT███
12926546,natural vibes,Unisex Ayurvedic Teatree Facewash 150ml,4.8,9,449,5.0,22.45,1,449,INR,face-wash-and-cleanser,TRA███LA ███OM █████████
18299664,Bata,Women Black Open Toe Flats,3.8,75,1199,20.0,239.8,1,1199,INR,flats,Bat███ndi███imi█████████)
19974396,FORVELA,Women Black Open Toe Flats,3.9,46,999,55.0,549.45,1,999,INR,flats,RAJ███OOT███AR
16704788,Birkenstock,Unisex Regular Width Glamour Gold Gizeh Essentials Slide Sandals,4.5,12,4990,,,1,4990,INR,flats,Net███str███tio█████████s P█████████
21888172,Brauch,Embellished Pointed Toe Ballerinas,4.0,10,1499,60.0,899.4,1,1499,INR,flats,Bra███ En███pri██████
21735080,Birkenstock,Women Gizeh Regular Width T-Strap Flats,4.5,11,6990,,,1,6990,INR,flats,Net███str███tio█████████s P█████████
21735014,Birkenstock,Women Madrid Big Buckle Narrow Width Nubuck Leather Open Toe Flats,4.8,5,9490,,,1,9490,INR,flats,Net███str███tio█████████s P█████████
21928414,Clarks,Open Toe T-Strap Flats,4.0,11,3499,,,1,3499,INR,flats,CLA███ RE███NCE█████████ PV██████
18638536,CODE by Lifestyle,Women White Embellished Mules Flats,4.0,20,1499,50.0,749.5,1,1499,INR,flats,
13596626,Anouk,Women Gold-Toned & Beige Embellished One Toe Flats,4.3,44,2299,,,1,2299,INR,flats,
13533588,Padvesh,Women Pink Textured Ballerinas,3.9,30,899,45.0,404.55,1,899,INR,flats,
21205620,Tommy Hilfiger,Women Printed Thong Flip-Flops,4.3,8,2599,30.0,779.7,1,2599,INR,flip-flops,PVH███VIN███ASH█████████TE ███████████████
21497394,Puma,Unisex Mia V2 Printed Thong Flip-Flops,4.1,52,999,50.0,499.5,1,999,INR,flip-flops,Omn███ch ███ail███
18489598,Campus,Men Black & Red Striped Rubber Thong Flip-Flops,3.1,9,449,20.0,89.8,1,449,INR,flip-flops,CAM███ AC███EWE█████████D
18521180,Reebok,Women White & Purple Cuba Flip Thong Flip-Flops,4.5,75,1999,50.0,999.5,1,1999,INR,flip-flops,Tru███m R███il
18504724,Bata,Men Black & White Sliders,3.5,48,999,55.0,549.45,1,999,INR,flip-flops,Bat███ndi███imi██████
20124616,Duke,Men Printed Thong Flip-Flops,4.3,20,399,35.0,139.65,1,399,INR,flip-flops,Duk███ash███s I█████████ted███
19790160,toothless,Girls Pink & Green Printed Rubber Thong Flip-Flops,4.1,15,499,60.0,299.4,1,499,INR,flip-flops,PUR███ UN███D S█████████ATE█████████
18598106,Ginger by Lifestyle,Women Pink & White Printed Rubber Thong Flip-Flops,4.4,45,499,40.0,199.6,1,499,INR,flip-flops,
13579258,HIGHLANDER,Men Blue & White Printed Sliders,3.8,83,798,30.0,239.4,1,798,INR,flip-flops,
16168398,Bata,Women Brown Printed Room Slippers,4.1,38,599,25.0,149.75,1,599,INR,flip-flops,Bat███ndi███imi█████████)
15134218,Paragon,Men Grey & Black Printed Rubber Thong Flip-Flops,4.0,66,599,45.0,269.55,1,599,INR,flip-flops,Par███n P███mer█████████ Pv█████████
13639590,U.S. Polo Assn.,Men Conex Striped Sliders,3.5,4,1499,50.0,749.5,1,1499,INR,flip-flops,Sup███om ███
21431930,yoho,Men Rubber Comfortable Thong Flip-Flops,4.0,24,1499,63.0,944.37,1,1499,INR,flip-flops,Inn███tiv███ife█████████hno█████████████████████
21597086,Paragon,Women Stylish Outdoor Cushioned Lightweight Sliders,3.0,12,799,45.0,359.55,1,799,INR,flip-flops,Par███n P███mer█████████ Pv█████████
13374206,Saral Home,White & Grey Geometric Patterned Multi-Use Dhurrie,3.4,7,1199,45.0,539.55,1,1199,INR,floor-mats--dhurries,SAR███HOM███ASY█████████RIV████████████
13374286,Saral Home,Blue Foor Mat,4.7,7,1999,27.0,539.73,1,1999,INR,floor-mats--dhurries,SAR███HOM███ASY█████████RIV████████████
13374334,Saral Home,Green Solid Anti-Skid Floor Mat,4.4,5,1999,27.0,539.73,1,1999,INR,floor-mats--dhurries,SAR███HOM███ASY█████████RIV████████████
1848495,Teakwood Leathers,Men Brown Leather Formal Shoes,3.5,25,10199,60.0,6119.4,1,10199,INR,formal-shoes,TEA███OD
21931392,Clarks,Men Leather Round Toe Formal Derbys,4.4,7,9999,40.0,3999.6,1,9999,INR,formal-shoes,CLA███ RE███NCE█████████ PV██████
17755896,Red Tape,Men Black Solid Genuine Leather Formal Derbys,4.0,265,6899,70.0,4829.3,1,6899,INR,formal-shoes,
21656954,Fashion Victim,Men Tassel Leather Formal Slip on Shoes,3.5,6,3999,72.0,2879.28,1,3999,INR,formal-shoes,Rad███Kri███a F█████████b
22609796,HERE&NOW,Men Black Perforated Formal Brogues,3.7,29,2999,70.0,2099.3,1,2999,INR,formal-shoes,KRU███A E███RPR██████
13411744,CARLO ROMANO,Men Black Solid Burnish Leather Formal Shoes,3.7,23,3998,48.0,1919.04,1,3998,INR,formal-shoes,M/S███EPA███MPE███
21602846,SUGAR,Aquaholic Hydrating Foundation with Built-In Cushion Applicator 30ml - Latte 10,4.2,12,899,,,1,899,INR,foundation,VEL███TTE███FES█████████LTD███
14950128,YK,Kids Coffee Brown Striped Hand Gloves,4.5,62,699,50.0,349.5,1,699,INR,gloves,V P███WAL███SIE█████████Y
21996616,CHANDERKASH,Women Black Set of 4 Bumpit Hair Pin,3.0,2,1199,60.0,719.4,1,1199,INR,hair-accessory,Cha███rka███Ent█████████
22579802,DIAN,Women Set Of 10 Assorted Knot Hairband,1.8,8,1000,56.0,560.0,1,1000,INR,hair-accessory,SNM███lec███
16721772,BodyHerbals,Anti-Static Wide Tooth Dressing Comb,4.4,14,399,16.0,63.84,1,399,INR,hair-brush-and-comb,PUR███ART███NTE█████████
18584192,7 DAYS,"Vitamin C Face Scrub For Glowing Skin, With Walnut For Skin Illumination-100 g",4.5,13,499,56.0,279.44,1,499,INR,hair-cream-and-mask,7 D███ OR███IC █████████
18584190,7 DAYS,100% Natural & Pure Amla Powder for Hair & Skin - 100 g,4.4,11,499,56.0,279.44,1,499,INR,hair-masks,7 D███ OR███IC █████████
21421856,Baggit,Dinosaur Textured PU Regular Structured Handheld Bag,4.4,5,1990,50.0,995.0,1,1990,INR,handbags,Sup███om ███
21421918,Baggit,Textured Handheld Bag,4.6,18,1890,46.0,869.4,1,1890,INR,handbags,Sup███om ███
16696848,Accessorize,London Women Faux Leather Piper Sling bag,4.6,38,4995,61.0,3046.95,1,4995,INR,handbags,Tru███m R███il
18200086,Caprese,Yellow Structured Shoulder Bag,4.0,59,3699,75.0,2774.25,1,3699,INR,handbags,Ret███Net███
7743536,Lino Perros,Navy Blue Solid Shoulder Bag,4.5,6,4495,66.0,2966.7,1,4495,INR,handbags,
7743355,Lino Perros,Blue Solid Shoulder Bag,4.3,14,3495,60.0,2097.0,1,3495,INR,handbags,
8293015,Lychee bags,White Solid Sling Bag,3.9,84,1699,4.0,67.96,1,1699,INR,handbags,
17637810,Toteteca,Women Black PU Structured Shoulder Bag,4.8,5,3099,63.0,1952.37,1,3099,INR,handbags,
17761230,Caprese,Red Leather Structured Shoulder Bag,4.1,10,3999,70.0,2799.3,1,3999,INR,handbags,
15188034,Metro,Grey PU Swagger Sling Bag,4.3,10,1290,,,1,1290,INR,handbags,MET███BRA███
21762808,Baggit,Structured Sling Bag,4.6,10,1690,50.0,845.0,1,1690,INR,handbags,Bag███ In███ Pv██████
21421996,Baggit,Studded Sling Bag,4.5,40,1990,50.0,995.0,1,1990,INR,handbags,Bag███ In███ Pv██████
21621752,Berrylush,Checked Structured Handheld Bag,4.0,111,3299,59.0,1946.41,1,3299,INR,handbags,AJN███S T███ SO█████████RIV████████████
13359482,FLYING BERRY,Silver-Toned Solid Handheld Bag,4.9,7,2999,44.0,1319.56,1,2999,INR,handbags,Abh███Ove███as ██████
13389422,DailyObjects,Multicoloured Printed Sling Bag,4.3,123,2999,62.0,1859.38,1,2999,INR,handbags,Fir███Who███ale█████████
13389410,DailyObjects,Pink & Beige Printed Sling Bag,4.2,30,2999,62.0,1859.38,1,2999,INR,handbags,Fir███Who███ale█████████Lim██████
22603262,DailyObjects,Charcoal Trunk Laptop Tote Bag,3.8,6,3999,25.0,999.75,1,3999,INR,handbags,Fir███Who███ale█████████
17743820,NOISE,"Beads White Truly Wireless Earbuds with 18hrs Playtime, and HyperSync",3.8,97,3499,,,1,3499,INR,headphones,
19219056,BLAUPUNKT,BH51 Wireless Earphones - Black,4.5,11,5999,33.0,1979.67,1,5999,INR,headphones,Sup███om ███
16193242,CrossBeats,Silver-Toned Solid Truly Wireless In-Ear Earbuds,1.7,17,9999,,,1,9999,INR,headphones,SEL███ITE███GIT█████████
13474452,Allen Solly,Women Tan Brown & Black Solid Block Heels,4.3,14,2299,50.0,1149.5,1,2299,INR,heels,
17647418,FOOTONS,Women Beige Comfort Sandals,5.0,2,3199,55.0,1759.45,1,3199,INR,heels,
13475738,TRASE,Women Brown Laser Cut Wedges,4.0,39,1599,,,1,1599,INR,heels,
22217088,DressBerry,Open Back Flatform Heels,4.1,34,1599,54.0,863.46,1,1599,INR,heels,KIR███ENT███RIS███
22200396,Bruno Manetti,Textured Pointed Toes Block Pumps,4.0,5,3999,63.0,2519.37,1,3999,INR,heels,BRU███SAL███PVT█████████
19217010,Inc 5,Women Beige Embellished Ethnic Wedge Heels,4.4,14,2690,,,1,2690,INR,heels,INC███SHO███PRI█████████TED███
22200418,Bruno Manetti,Embellished Open Toe Wedges,3.9,8,3999,65.0,2599.35,1,3999,INR,heels,BRU███SAL███PVT█████████
15120922,Anouk,Women White & Gold-Toned Block Heel Sandals,4.0,25,2699,60.0,1619.4,1,2699,INR,heels,Fla███ech███tai███
16276014,Iris,Brown & Black Home Fragrance Set,4.5,6,700,15.0,105.0,1,700,INR,home-fragrance-set,N R███A R███AND█████████ LT███
16299490,Bodycare Kids,Bodycare Boys Pack Of 6 Assorted Cotton Ben 10 Basic Innerwear Vests,3.8,10,978,,,1,978,INR,innerwear-vests,BOD███RE ███ERN█████████IMI██████
22429820,YK Basics,Boys Pack of 5 Solid Pure Cotton Innerwear Vests,3.5,12,1299,61.0,792.39,1,1299,INR,innerwear-vests,Home
19014822,mothercare,Boys Colourblocked Fleece Lined Padded Jacket,4.6,7,3499,45.0,1574.55,1,3499,INR,jackets,Kap███s R███il █████████
19015560,U.S. Polo Assn. Kids,Boys Yellow Solid Puffer Jacket,4.5,40,2499,43.0,1074.57,1,2499,INR,jackets,ARV███ LI███TYL█████████LIM██████
19020502,U.S. Polo Assn.,Men Red & Navy Blue Colourblocked Puffer Jacket,4.4,338,6299,53.0,3338.47,1,6299,INR,jackets,ARV███ LI███TYL█████████LIM██████
19014828,mothercare,Infant Girls Pure Cotton Tailored Jacket,4.5,15,2999,25.0,749.75,1,2999,INR,jackets,Kap███s R███il █████████
18976038,VOXATI,Men Olive Green Denim Jacket,3.9,345,2599,58.0,1507.42,1,2599,INR,jackets,VOX███
19015652,U.S. Polo Assn. Kids,Girls Pink Self Design Bomber Jacket,4.2,19,2799,46.0,1287.54,1,2799,INR,jackets,ARV███ LI███TYL█████████LIM██████
19020536,U.S. Polo Assn.,U S Polo Assn Men Blue & White Colourblocked Long Sleeves Puffer Jacket,4.1,91,6999,50.0,3499.5,1,6999,INR,jackets,ARV███ LI███TYL█████████LIM██████
19020616,U.S. Polo Assn.,U S Polo Assn Men Beige & Black Colourblocked Puffer Jacket,4.3,47,6299,30.0,1889.7,1,6299,INR,jackets,ARV███ LI███TYL█████████LIM██████
19020478,U.S. Polo Assn.,Men Black & Teal Green Colourblocked Sleeveless Puffer Jacket,4.3,150,4599,40.0,1839.6,1,4599,INR,jackets,Sup███om ███
19020722,U.S. Polo Assn.,Men Yellow Solid Puffer Jacket,4.0,64,5999,50.0,2999.5,1,5999,INR,jackets,ARV███ LI███TYL█████████LIM██████
19837040,High Star,Women Olive Green Solid Crop Padded Jacket,4.1,41,3749,85.0,3186.65,1,3749,INR,jackets,
19837008,High Star,Women Navy Blue Solid Parka Jacket,3.9,32,4549,85.0,3866.65,1,4549,INR,jackets,
19020654,U.S. Polo Assn.,U S Polo Assn Men Black And Blue Colourblocked Hooded Puffer Jacket,4.0,54,6999,40.0,2799.6,1,6999,INR,jackets,ARV███ LI███TYL█████████LIM██████
14991614,Roadster,Men Green Brand Logo Detail Tailored Jacket,4.2,363,1699,50.0,849.5,1,1699,INR,jackets,GAR███CRY███S L█████████
16182066,People,Men Mustard Sleeveless Bomber Jacket,4.3,71,1799,48.0,863.52,1,1799,INR,jackets,Wes███ry ███din█████████d_P████████████
19231126,Mast & Harbour,Women Brown PU Coated Biker Jacket,4.2,31,4499,68.0,3059.32,1,4499,INR,jackets,Tru███m R███il
19987190,Peter England,Men White Solid Padded Jacket,3.9,33,2499,26.0,649.74,1,2499,INR,jackets,Wes███ry ███din█████████d_M██████
19020564,U.S. Polo Assn.,Men Olive Green Bomber Jacket,4.3,112,5299,50.0,2649.5,1,5299,INR,jackets,ARV███ LI███TYL█████████LIM██████
19015534,U.S. Polo Assn. Kids,Girls Maroon Solid Puffer Jacket,4.1,33,2499,36.0,899.64,1,2499,INR,jackets,ARV███ LI███TYL█████████LIM██████
19020450,U.S. Polo Assn.,U S Polo Assn Men Navy Blue Puffer Jacket,4.3,96,6499,40.0,2599.6,1,6499,INR,jackets,ARV███ LI███TYL█████████LIM██████
19020572,U.S. Polo Assn.,U S Polo Assn Men Olive Green Brand Logo Printed Bomber Jacket,4.0,95,5499,40.0,2199.6,1,5499,INR,jackets,ARV███ LI███TYL█████████LIM██████
14281506,HRX by Hrithik Roshan,HRX By Hrithik Roshan Lifestyle Men Medieval Blue Rapid-Dry Colourblock Jacket,3.9,127,3299,,,1,3299,INR,jackets,
11973216,Mast & Harbour,Women Navy Blue Solid Hooded Lightweight Bomber Jacket,4.0,378,2699,55.0,1484.45,1,2699,INR,jackets,
19020676,U.S. Polo Assn.,Men Charcoal Bomber Jacket,4.6,85,5699,45.0,2564.55,1,5699,INR,jackets,ARV███ LI███TYL█████████LIM██████
19020358,U.S. Polo Assn.,Men Navy Blue Bomber Jacket,3.5,125,5799,50.0,2899.5,1,5799,INR,jackets,ARV███ LI███TYL█████████LIM██████
19020568,U.S. Polo Assn.,Men White Navy Blue Solid Reversible Open Front Jacket,4.2,199,6999,40.0,2799.6,1,6999,INR,jackets,Sup███om ███
18973692,Levis,Men Blue 65504 Skinny Fit Mid Rise Light Fade Stretchable Jeans,4.2,426,4099,57.0,2336.43,1,4099,INR,jeans,Vis███ St███
18973742,Levis,Men Blue Slim Fit Slash Knee Heavy Fade Stretchable Jeans,4.2,182,4399,48.0,2111.52,1,4399,INR,jeans,Lev███tra███ In█████████td
19008522,Calvin Klein Jeans,Women Straight Fit Pure Cotton Jeans,3.8,14,7999,20.0,1599.8,1,7999,INR,jeans,Pla███um ███hio███
18974084,Levis,512 Men Navy Blue Slim Tapered Fit Mid-Rise Light Fade Clean Look Stretchable Jeans,4.2,135,4399,57.0,2507.43,1,4399,INR,jeans,Lev███tra███ In█████████td
18873126,KETCH,Men Charcoal Slim Fit Clean Look Light Fade Stretchable Jeans,4.0,20,1749,64.0,1119.36,1,1749,INR,jeans,Sup███om ███
18826658,Chemistry,Women Navy Blue Casual Jeans,3.7,15,1899,55.0,1044.45,1,1899,INR,jeans,Che███try███sig█████████ Li██████
18960426,Lee,Men Blue Rodeo Straight Fit Low Distress Heavy Fade Stretchable Jeans,3.9,42,3799,55.0,2089.45,1,3799,INR,jeans,Fla███tar███mme██████
18802522,BEAT LONDON by PEPE JEANS,Men Tapered Fit Low-Rise Heavy Fade Stretchable Jeans,4.0,20,2799,50.0,1399.5,1,2799,INR,jeans,Sup███om ███
18973648,Levis,Men Blue 511 Slim Fit Light Fade Stretchable Jeans,4.2,290,4099,,,1,4099,INR,jeans,Lev███tra███ In█████████td
18973888,Levis,Men Skinny Fit Heavy Fade Stretchable Jeans,4.4,333,4099,,,1,4099,INR,jeans,Vis███ St███
18973730,Levis,Men Blue 511 Slim Fit Mid Rise Light Fade Stretchable Jeans,4.1,193,4399,49.0,2155.51,1,4399,INR,jeans,Vis███ St███
18973948,Levis,Men Blue 512 Slim Tapered Fit Stretchable Jeans,4.0,30,4999,30.0,1499.7,1,4999,INR,jeans,Vis███ St███
19008496,Calvin Klein Jeans,Women Skinny Fit High-Rise Light Fade Stretchable Jeans,5.0,8,7999,40.0,3199.6,1,7999,INR,jeans,Pla███um ███hio███
18992754,AMERICAN EAGLE OUTFITTERS,Women Grey Straight Fit High-Rise Highly Distressed Jeans,4.8,5,4499,60.0,2699.4,1,4499,INR,jeans,Wes███ry ███din█████████d_M██████
18973922,Levis,Men Blue 65504 Skinny Fit Mid Rise Light Fade Stretchable Jeans,4.1,237,4099,,,1,4099,INR,jeans,Vis███ St███
18979610,KiddoPanti,Girls Grey No Fade Stretchable Cotton Jeans,3.9,7,1399,52.0,727.48,1,1399,INR,jeans,Kri███n A███rel█████████Lim██████
18675392,Jack & Jones,Men Blue Skinny Fit Mildly Distressed Heavy Fade Jeans,3.8,81,3499,50.0,1749.5,1,3499,INR,jeans,BES███NIT███IND█████████TS █████████
18973950,Levis,65504 Men Navy Blue Skinny Straight Fit Mid-Rise Light Fade Stretchable Jeans,4.1,156,4999,51.0,2549.49,1,4999,INR,jeans,Lev███tra███ In█████████td
18198558,FOREVER 21,Women Navy Blue Flared Light Fade Wide-leg Jeans,3.7,6,1799,70.0,1259.3,1,1799,INR,jeans,
18094702,Roadster,The  Lifestyle Co Men Blue Slim Fit Mid-Rise Stretchable Jeans,3.9,35,2499,60.0,1499.4,1,2499,INR,jeans,
19842706,Llak Jeans,Men Black Skinny Fit Light Fade Stretchable Jeans,4.2,9,2299,75.0,1724.25,1,2299,INR,jeans,
13768634,Nautica,Men Black Slim Fit Stretchable Jeans,4.6,16,4999,,,1,4999,INR,jeans,
18973700,Levis,Men Blue 511 Slim Fit Heavy Fade Stretchable Jeans,3.8,116,4699,,,1,4699,INR,jeans,Vis███ St███
18973728,Levis,Men 65504 Skinny Tapered Fit Jeans,4.4,260,4399,47.0,2067.53,1,4399,INR,jeans,Vis███ St███
18903330,Levis,Women Blue Skinny Fit High-Rise Stretchable Jeans,4.4,235,3299,20.0,659.8,1,3299,INR,jeans,Lev███tra███ In█████████td
18973740,Levis,Men Blue 512 Slim Tapered Fit Mid Rise Stretchable Jeans,4.3,340,4099,57.0,2336.43,1,4099,INR,jeans,Vis███ St███
18953840,KETCH,Men Grey Slim Fit Heavy Fade Stretchable Jeans,3.2,24,1899,68.0,1291.32,1,1899,INR,jeans,Sup███om ███
18969982,Allen Solly Junior,Boys Slim Fit Heavy Fade Stretchable Jeans,4.2,6,1799,35.0,629.65,1,1799,INR,jeans,Wes███ry ███din█████████d_M██████
18953870,KETCH,Men Charcoal Tapered Fit Light Fade Stretchable Jeans,3.8,85,1749,62.0,1084.38,1,1749,INR,jeans,Sup███om ███
19017664,Allen Solly Sport,Men Navy Blue Slim Fit Light Fade Jeans,3.9,8,3299,40.0,1319.6,1,3299,INR,jeans,Wes███ry ███din█████████d_M██████
18925586,KETCH,Men Charcoal Skinny Fit Mildly Distressed Stretchable Jeans,3.6,15,1749,62.0,1084.38,1,1749,INR,jeans,S &███Mar███ing███
18734066,Flying Machine,Men Blue Micheal Slim Fit Mid-Rise Light Fade Stretchable Jeans,4.1,26,2699,61.0,1646.39,1,2699,INR,jeans,ARV███ LI███TYL█████████LIM██████
18993370,Blackberrys,Men Navy Blue Slim Fit Stretchable Jeans,4.3,29,3295,40.0,1318.0,1,3295,INR,jeans,Fla███tar███mme██████
15190770,AMERICAN EAGLE OUTFITTERS,Women Blue Slim Fit High-Rise Light Fade Jeans,4.0,6,3999,60.0,2399.4,1,3999,INR,jeans,Wes███ry ███din█████████d_M██████
22005330,H&M,Women Slim Regular Ankle Jeans,3.8,5,2999,,,1,2999,INR,jeans,H &███Hen███ & █████████eta█████████████████████
15067844,Flying Machine,Men Blue Jackson Skinny Fit Low-Rise Heavy Fade Printed Stretchable Jeans,4.1,69,2399,50.0,1199.5,1,2399,INR,jeans,Ret███Net███
19059688,Flying Machine,Men Blue Slim Fit Light Fade Stretchable Jeans,3.7,72,2999,55.0,1649.45,1,2999,INR,jeans,ARV███ LI███TYL█████████LIM██████
18960434,Lee,Men Blue Bruce Skinny Fit Light Fade Stretchable Jeans,4.4,34,3999,55.0,2199.45,1,3999,INR,jeans,PRA███RET███
18925582,KETCH,Men Blue Bootcut Mildly Distressed Heavy Fade Stretchable Jeans,2.9,11,1999,62.0,1239.38,1,1999,INR,jeans,Sup███om ███
18973952,Levis,Men Blue 517 Slim Fit Mid-Rise Stretchable Jeans,4.1,329,3499,48.0,1679.52,1,3499,INR,jeans,Vis███ St███
18973778,Levis,Men Blue 517 Slim Bootcut Fit Light Fade Stretchable Jeans,3.7,61,4399,51.0,2243.49,1,4399,INR,jeans,Lev███tra███ In█████████td
18689340,Flying Machine,Women Black Wide Leg High-Rise Light Fade Cropped Jeans,4.3,36,2349,42.0,986.58,1,2349,INR,jeans,ARV███ LI███TYL█████████LIM██████
18708638,Dennis Lingo,Men Black Slim Fit Low Distress Light Fade Stretchable Jeans,3.4,13,3199,73.0,2335.27,1,3199,INR,jeans,Men███Bra███Tec█████████ Pr███████████████
18734000,Flying Machine,Men Blue Michael Slim Tapered Fit Heavy Fade Stretchable Jeans,3.7,72,2699,61.0,1646.39,1,2699,INR,jeans,ARV███ LI███TYL█████████LIM██████
